GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CBC001
"G3700730025","1970","North Carolina","37","Gates","073","Hunters Mill Township","025",,,,,,,,,,,,"Hunters Mill Township",1339
"G3700730030","1970","North Carolina","37","Gates","073","Mintonsville Township","030",,,,,,,,,,,,"Mintonsville Township",1045
"G3700730035","1970","North Carolina","37","Gates","073","Reynoldson Township","035",,,,,,,,,,,,"Reynoldson Township",1459
"G3700750005","1970","North Carolina","37","Graham","075","Cheoah Township","005",,,,,,,,,,,,"Cheoah Township",5047
"G3700750010","1970","North Carolina","37","Graham","075","Stecoah Township","010",,,,,,,,,,,,"Stecoah Township",778
"G3700750015","1970","North Carolina","37","Graham","075","Yellow Creek Township","015",,,,,,,,,,,,"Yellow Creek Township",737
"G3700770005","1970","North Carolina","37","Granville","077","Brassfield Township","005",,,,,,,,,,,,"Brassfield Township",2243
"G3700770010","1970","North Carolina","37","Granville","077","Dutchville Township","010",,,,,,,,,,,,"Dutchville Township",8724
"G3700770015","1970","North Carolina","37","Granville","077","Fishing Creek Township","015",,,,,,,,,,,,"Fishing Creek Township",2882
"G3700770020","1970","North Carolina","37","Granville","077","Oak Hill Township","020",,,,,,,,,,,,"Oak Hill Township",1884
"G3700770025","1970","North Carolina","37","Granville","077","Oxford Township","025",,,,,,,,,,,,"Oxford Township",9113
"G3700770030","1970","North Carolina","37","Granville","077","Salem Township","030",,,,,,,,,,,,"Salem Township",1482
"G3700770035","1970","North Carolina","37","Granville","077","Sassafras Fork Township","035",,,,,,,,,,,,"Sassafras Fork Township",2125
"G3700770040","1970","North Carolina","37","Granville","077","Tally Ho Township","040",,,,,,,,,,,,"Tally Ho Township",2252
"G3700770045","1970","North Carolina","37","Granville","077","Walnut Grove Township","045",,,,,,,,,,,,"Walnut Grove Township",2057
"G3700790005","1970","North Carolina","37","Greene","079","Bull Head Township","005",,,,,,,,,,,,"Bull Head Township",1041
"G3700790010","1970","North Carolina","37","Greene","079","Carrs Township","010",,,,,,,,,,,,"Carrs Township",1198
"G3700790015","1970","North Carolina","37","Greene","079","Hookerton Township","015",,,,,,,,,,,,"Hookerton Township",2722
"G3700790020","1970","North Carolina","37","Greene","079","Jason Township","020",,,,,,,,,,,,"Jason Township",955
"G3700790025","1970","North Carolina","37","Greene","079","Olds Township","025",,,,,,,,,,,,"Olds Township",1936
"G3700790030","1970","North Carolina","37","Greene","079","Ormonds Township","030",,,,,,,,,,,,"Ormonds Township",2069
"G3700790035","1970","North Carolina","37","Greene","079","Shine Township","035",,,,,,,,,,,,"Shine Township",1033
"G3700790040","1970","North Carolina","37","Greene","079","Snow Hill Township","040",,,,,,,,,,,,"Snow Hill Township",2295
"G3700790045","1970","North Carolina","37","Greene","079","Speights Bridge Township","045",,,,,,,,,,,,"Speights Bridge Township",1718
"G3700810005","1970","North Carolina","37","Guilford","081","Bruce Township","005",,,,,"3120",,,,,,,"Bruce Township",4010
"G3700810010","1970","North Carolina","37","Guilford","081","Center Grove Township","010",,,,,"3120",,,,,,,"Center Grove Township",4411
"G3700810015","1970","North Carolina","37","Guilford","081","Clay Township","015",,,,,"3120",,,,,,,"Clay Township",2978
